imageFile,corrAns,sameOrDiff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,background.started,startKey.started,instructionstxt.started,Instructions.stopped,trial.started,background_2.started,faces.started,resp.started,trial_counter.started,reminder.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,background_3.started,textbox.started,reminder_2.started,trial_counter_2.started,feedback.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
different/049_218_L.jpg,right,different,0,0,0,9,2.959621599991806,,0.012611699989065528,0.03833989996928722,0.03833989996928722,0.03833989996928722,2.867049299995415,2.87646209995728,2.959621599991806,2.959621599991806,2.959621599991806,2.959621599991806,2.959621599991806,5.788050499977544,right,1,2.826895800011698,None,5.788698099961039,5.8270861999480985,5.8270861999480985,5.8270861999480985,5.8270861999480985,6.800889599951915,765864,001,2024-03-26_13h26.56.955,glasgow_face_matching,2023.2.3,74.87075438499177,2024-03-26 13h27.08.240328 -0300,
same/235_C2_DV.jpg,left,same,0,1,1,4,6.8677699999534525,,,,,,,6.801246199989691,6.8677699999534525,6.8677699999534525,6.8677699999534525,6.8677699999534525,6.8677699999534525,7.1353005999699235,left,1,0.2628264000522904,None,7.1358682999853045,7.160962499969173,7.160962499969173,7.160962499969173,7.160962499969173,8.148092599993106,765864,001,2024-03-26_13h26.56.955,glasgow_face_matching,2023.2.3,74.87075438499177,2024-03-26 13h27.08.240328 -0300,
different/013_235_R.jpg,right,different,0,2,2,6,8.214595499972347,,,,,,,8.148417599964887,8.214595499972347,8.214595499972347,8.214595499972347,8.214595499972347,8.214595499972347,8.375591399963014,right,1,0.1554657999658957,None,8.375911699957214,8.401470499986317,8.401470499986317,8.401470499986317,8.401470499986317,9.388516999955755,765864,001,2024-03-26_13h26.56.955,glasgow_face_matching,2023.2.3,74.87075438499177,2024-03-26 13h27.08.240328 -0300,
different/076_109_R.jpg,right,different,0,3,3,10,9.428466699959245,,,,,,,9.388803399982862,9.428466699959245,9.428466699959245,9.428466699959245,9.428466699959245,9.428466699959245,9.615961999981664,left,0,0.1814260000246577,None,9.616294399951585,9.641762399987783,9.641762399987783,9.641762399987783,9.641762399987783,10.628956399974413,765864,001,2024-03-26_13h26.56.955,glasgow_face_matching,2023.2.3,74.87075438499177,2024-03-26 13h27.08.240328 -0300,
same/139_DV_C2.jpg,left,same,0,4,4,1,10.708849299990106,,,,,,,10.629251299949829,10.708849299990106,10.708849299990106,10.708849299990106,10.708849299990106,10.708849299990106,10.776566699962132,right,0,0.06145789998117834,None,10.776940699957777,10.802311099949293,10.802311099949293,10.802311099949293,10.802311099949293,11.789347799960524,765864,001,2024-03-26_13h26.56.955,glasgow_face_matching,2023.2.3,74.87075438499177,2024-03-26 13h27.08.240328 -0300,
different/077_133_R.jpg,right,different,0,5,5,11,11.856026399997063,,,,,,,11.789686399977654,11.856026399997063,11.856026399997063,11.856026399997063,11.856026399997063,11.856026399997063,11.88363619998563,left,0,0.017862599983345717,None,11.884080699994229,11.90942169999471,11.90942169999471,11.90942169999471,11.90942169999471,12.910124999994878,765864,001,2024-03-26_13h26.56.955,glasgow_face_matching,2023.2.3,74.87075438499177,2024-03-26 13h27.08.240328 -0300,
different/019_074_L.jpg,right,different,0,6,6,7,12.963125699956436,,,,,,,12.91068049997557,12.963125699956436,12.963125699956436,12.963125699956436,12.963125699956436,12.963125699956436,13.564580599952023,right,1,0.5914096999913454,None,13.565080899978057,13.589928300003521,13.589928300003521,13.589928300003521,13.589928300003521,14.577127999975346,765864,001,2024-03-26_13h26.56.955,glasgow_face_matching,2023.2.3,74.87075438499177,2024-03-26 13h27.08.240328 -0300,
same/136_C2_DV.jpg,left,same,0,7,7,0,14.657016399956774,,,,,,,14.577431399957277,14.657016399956774,14.657016399956774,14.657016399956774,14.657016399956774,14.657016399956774,14.817997199948877,left,1,0.15298009995603934,None,14.818380999960937,14.844177999999374,14.844177999999374,14.844177999999374,14.844177999999374,15.830905099981464,765864,001,2024-03-26_13h26.56.955,glasgow_face_matching,2023.2.3,74.87075438499177,2024-03-26 13h27.08.240328 -0300,
same/168_C2_DV.jpg,left,same,0,8,8,2,15.897539099969435,,,,,,,15.831331299967133,15.897539099969435,15.897539099969435,15.897539099969435,15.897539099969435,15.897539099969435,15.924973799963482,right,0,0.01708740001777187,None,15.925336299987976,15.950939699949231,15.950939699949231,15.950939699949231,15.950939699949231,16.938048199983314,765864,001,2024-03-26_13h26.56.955,glasgow_face_matching,2023.2.3,74.87075438499177,2024-03-26 13h27.08.240328 -0300,
,,,,,,,16.977834999968763,,,,,,,16.938319799955934,16.977834999968763,16.977834999968763,16.977834999968763,16.977834999968763,16.977834999968763,,,,,,,,,,,,,,,,,,,
